"cluster_id","parent_topic","keyword","normalised_keyword","country","language","keyword_source","source_competitor","seed_keyword","intent","funnel_stage","recommended_page_type","search_volume","keyword_difficulty","competition","cpc_eur","trend","serp_features","dronline_position","dronline_url","knok_position","knok_url","best_competitor","best_competitor_position","competitor_estimated_traffic","target_position","target_url","target_impressions","target_clicks","target_ctr","keyword_gap","business_fit","service_fit","clinical_risk","serp_fit","attainability","opportunity_score","recommended_action","proposed_target_url","priority","data_source","collected_at","notes"
"hair-loss","hair loss","queda de cabelo pos covid como tratar","queda de cabelo pos covid como tratar","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo pós covid tratamento","queda de cabelo pós covid tratamento","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","3","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo pos parto babycenter","queda de cabelo pos parto babycenter","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo problema hormonal","queda de cabelo problema hormonal","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.29","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo qual médico devo procurar","queda de cabelo qual médico devo procurar","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.29","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo qual médico procurar","queda de cabelo qual médico procurar","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo repentina","queda de cabelo repentina","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.5","1.5","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":20}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo severa","queda de cabelo severa","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","1","1.18","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":40},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":20}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo severa pos parto","queda de cabelo severa pos parto","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo sifilis","queda de cabelo sifilis","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo sífilis","queda de cabelo sífilis","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo sintoma de gravidez","queda de cabelo sintoma de gravidez","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo sintomas","queda de cabelo sintomas","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.21","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo sobrancelha e cilios","queda de cabelo sobrancelha e cilios","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo termo medico","queda de cabelo termo medico","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.29","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
"hair-loss","hair loss","queda de cabelo testosterona alta","queda de cabelo testosterona alta","Portugal","pt-PT","openseo_seed","","queda de cabelo médico","informational","awareness","service landing page","10","","0.21","","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","71","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","P2","openseo_seed","2026-08-31",""
